,question,exec_time_seconds,answer,retriever_topk,PREPROCESSOR_SPLIT_BY,PREPROCESSOR_SPLIT_LENGTH,PREPROCESSOR_SPLIT_OVERLAP,EMBEDDING_MODEL,EMBEDDING_MODEL_SHORTNAME,EMBEDDING_MAX_SEQ_LENGTH,OUTPUT_TYPE,OUTPUT_NBEAMS,OUTPUT_MAXLENGTH
39,Where is Kennet?,2.1831772327423096,"Kennet is the name of a town in the United States. It was founded in the late 19th century, and is located in the southeastern corner of the state.",50,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
40,Where is the Arena?,2.187072515487671,"The Arena is the largest building in Kennet, Washington. It was built in the early 1900s, and was the home of the Washington Capitals.",5,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
41,Where is the Arena?,1.157545804977417,"The Arena is the largest building in Kennet, Washington. It was built in the early 1900s, and was the home of the Washington Capitals.",10,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
42,Where is the Arena?,1.3609180450439453,"The Arena is the largest building in Kennet, Washington. It was built in the early 1900s, and was the home of the Washington Capitals.",20,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
43,Where is the Arena?,2.174139976501465,"The Arena is the largest building in Kennet, Washington. It was built in the early 1900s, and was the home of the Washington Capitals.",50,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
44,Why was Avery chosen for Awakening?,4.091735124588013,Avery was chosen for Awakening because she was a member of the Dancers. The Dancers were a symbol of how hard it was to break into the social group.,5,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
45,Why was Avery chosen for Awakening?,1.1005215644836426,Avery was chosen for Awakening because she was a member of the Dancers. The Dancers were a symbol of how hard it was to break into the social group.,10,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
46,Why was Avery chosen for Awakening?,2.0167922973632812,Avery was chosen for Awakening because she was a member of the Dancers. The Dancers were a symbol of how hard it was to break into the social group.,20,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
47,Why was Avery chosen for Awakening?,2.51033616065979,Avery was chosen for Awakening because she was a member of the Dancers. The Dancers were a symbol of how hard it was to break into the social group.,50,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
48,Why is Maricaca a suspect?,3.6134183406829834,"Maricaca is the daughter of the King of Castile. She is the heir to the throne of Castille, which is the most powerful position in the world. She has a lot of power and influence in Castile, but she doesn't have the power to do anything about it.",5,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
49,Why is Maricaca a suspect?,0.9092605113983154,"Maricaca is the daughter of the King of Castile. She is the heir to the throne of Castille, which is the most powerful position in the world. She has a lot of power and influence in Castile, but she doesn't have the power to do anything about it.",10,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
50,Why is Maricaca a suspect?,1.3505926132202148,"Maricaca is the daughter of the King of Castile. She is the heir to the throne of Castille, which is the most powerful position in the world. She has a lot of power and influence in Castile, but she doesn't have the power to do anything about it.",20,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
51,Why is Maricaca a suspect?,23.274568796157837,"Maricaca is the daughter of the King of Castile. She is the heir to the throne of Castille, which is the most powerful position in the world. She has a lot of power and influence in Castile, but she doesn't have the power to do anything about it.",50,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
52,How does Verona's Sight describe objects?,5.667454481124878,"Verona's Sight is a type of vision that allows you to see things in a way that other people can't. For example, if you look at a piece of paper, you can see the edges of the paper, but you can't see the whole thing. You can see a small part of the page, but not the entire thing. The same thing happens with Verona's sight. When she looks at an object, she is able to see the outline of the object, but she cannot see the details of what it is.",5,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
53,How does Verona's Sight describe objects?,0.870023250579834,"Verona's Sight is a type of vision that allows you to see things in a way that other people can't. For example, if you look at a piece of paper, you can see the edges of the paper, but you can't see the whole thing. You can see a small part of the page, but not the entire thing. The same thing happens with Verona's sight. When she looks at an object, she is able to see the outline of the object, but she cannot see the details of what it is.",10,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
54,How does Verona's Sight describe objects?,2.1758627891540527,"Verona's Sight is a type of vision that allows you to see things in a way that other people can't. For example, if you look at a piece of paper, you can see the edges of the paper, but you can't see the whole thing. You can see a small part of the page, but not the entire thing. The same thing happens with Verona's sight. When she looks at an object, she is able to see the outline of the object, but she cannot see the details of what it is.",20,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
55,How does Verona's Sight describe objects?,2.6887974739074707,"Verona's Sight is a type of vision that allows you to see things in a way that other people can't. For example, if you look at a piece of paper, you can see the edges of the paper, but you can't see the whole thing. You can see a small part of the page, but not the entire thing. The same thing happens with Verona's sight. When she looks at an object, she is able to see the outline of the object, but she cannot see the details of what it is.",50,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
56,How long has the Carmine been dead?,5.696401357650757,"I don't know the answer to your question, but I can tell you that it's been dead for a very long time.",5,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
57,How long has the Carmine been dead?,1.4846923351287842,"I don't know the answer to your question, but I can tell you that it's been dead for a very long time.",10,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
58,How long has the Carmine been dead?,1.3556056022644043,"I don't know the answer to your question, but I can tell you that it's been dead for a very long time.",20,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
59,How long has the Carmine been dead?,2.017068386077881,"I don't know the answer to your question, but I can tell you that it's been dead for a very long time.",50,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
60,How old is Matthew?,4.736383676528931,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was raised in a small town in the middle of nowhere. His father was a farmer, and his mother was a housewife. Matthew was raised by his grandmother, who was a nurse. His mother died when he was a few months old, and he grew up with his grandmother.",5,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
61,How old is Matthew?,0.940363883972168,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was raised in a small town in the middle of nowhere. His father was a farmer, and his mother was a housewife. Matthew was raised by his grandmother, who was a nurse. His mother died when he was a few months old, and he grew up with his grandmother.",10,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
62,How old is Matthew?,1.35345458984375,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was raised in a small town in the middle of nowhere. His father was a farmer, and his mother was a housewife. Matthew was raised by his grandmother, who was a nurse. His mother died when he was a few months old, and he grew up with his grandmother.",20,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
63,How old is Matthew?,2.1694016456604004,"I don't know the answer to your question, but I can tell you that Matthew was born in the early 90s. He was raised in a small town in the middle of nowhere. His father was a farmer, and his mother was a housewife. Matthew was raised by his grandmother, who was a nurse. His mother died when he was a few months old, and he grew up with his grandmother.",50,word,100,20,sentence-transformers/msmarco-bert-base-dot-v5,msmarco_bert,500,GENERATIVE_BART,8,500
0,Who is Avery Kelly?,9.363994359970093,Avery Kelly is one of the most famous people in the history of the world.,5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
1,Who is Avery Kelly?,5.111325263977051,Avery Kelly is one of the most famous people in the history of the United States. She was the first woman to be awarded the Medal of Honor for her service in World War II.,10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
2,Who is Avery Kelly?,3.2797436714172363,Avery Kelly is one of the most famous people in the history of the United States. She was the first woman to be awarded the Medal of Honor for her service in World War II.,20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
3,Who is Avery Kelly?,4.6131978034973145,Avery Kelly is one of the most famous people in the history of the United States. She was the first woman to be awarded the Medal of Honor for her service in World War II.,50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
4,Who is Zed?,10.557656526565552,"Zed is the name of a man who was the leader of a group of people in the early 20th century. He was known for being a bit of a dick, but he was also one of the first people to come up with the idea of the atomic bomb, which was a pretty big deal at the time. After the atomic bombs were dropped on Hiroshima and Nagasaki, there was a lot of debate about whether or not it was a good idea to use the bomb as a weapon. Some people thought it was, others thought it wasn't, and some thought it might be a bad idea. Eventually, the bomb was dropped, and a bunch of people were killed. Zed was one of them.",5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
5,Who is Zed?,4.559101819992065,"Zed is the leader of a group of people known as the Zodiac. The Zodiac is made up of a bunch of people who all have the same name, but they all have different personalities. Zed is one of them.",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
6,Who is Zed?,4.368207693099976,"Zed is the leader of a group of people known as the Zodiac. The Zodiac is made up of a bunch of people who all have the same name, but they all have different personalities. Zed is one of them.",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
7,Who is Zed?,4.936280250549316,"Zed is the leader of a group of people known as the Zodiac. The Zodiac is made up of a bunch of people who all have the same name, but they all have different personalities. Zed is one of them.",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
8,What is Toadswallow?,3.3708994388580322,Toadswallow is a goblin.,5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
9,What is Toadswallow?,3.3156702518463135,Toadswallow is a bird.,10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
10,What is Toadswallow?,2.943842887878418,Toadswallow is a bird.,20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
11,What is Toadswallow?,3.4086666107177734,Toadswallow is a bird.,50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
12,What is Miss?,4.371457099914551,Miss is the leader of a group of people. She is the person in charge of all of the people in the group. They are the leaders of the group because they are the ones in charge.,5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
13,What is Miss?,3.1826562881469727,It's a slang term for a woman. It's used to refer to any woman who is not a man. It can also refer to men who are not men.,10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
14,What is Miss?,2.8531301021575928,It's a slang term for a woman. It's used to refer to any woman who is not a man. It can also refer to men who are not men.,20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
15,What is Miss?,4.0184502601623535,It's a slang term for a woman. It's used to refer to any woman who is not a man. It can also refer to men who are not men.,50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
16,What is the Forest Ribbon Trail?,3.194957733154297,"The Forest Ribbon Trail is a way to get to the edge of the world. It's not a path, it's just a way of getting there. If you want to know more about it, check out the FAQ.",5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
17,What is the Forest Ribbon Trail?,5.74379563331604,"The Forest Ribbon Trail is a path through the forest. It is a way to get to new places, and to find what is lost, but it is not easy and you must be both prepared and wary. You must not look down, you must not step off the path. The Path may be bent or straight, but either way, the ground will not be visible. The Trail grants a gift, and the woven object gives freer access.",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
18,What is the Forest Ribbon Trail?,5.562800884246826,"The Forest Ribbon Trail is a path through the forest. It is a way to get to new places, and to find what is lost, but it is not easy and you must be both prepared and wary. You must not look down, you must not step off the path. The Path may be bent or straight, but either way, the ground will not be visible. The Trail grants a gift, and the woven object gives freer access.",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
19,What is the Forest Ribbon Trail?,6.809071063995361,"The Forest Ribbon Trail is a path through the forest. It is a way to get to new places, and to find what is lost, but it is not easy and you must be both prepared and wary. You must not look down, you must not step off the path. The Path may be bent or straight, but either way, the ground will not be visible. The Trail grants a gift, and the woven object gives freer access.",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
20,What animal is Snowdrop?,2.2214789390563965,Snowdrop is an opossum.,5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
21,What animal is Snowdrop?,2.0592422485351562,Snowdrop is an opossum.,10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
22,What animal is Snowdrop?,2.703033924102783,Snowdrop is an opossum.,20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
23,What animal is Snowdrop?,2.8121070861816406,Snowdrop is an opossum.,50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
24,What happened at the Awakening Ritual?,4.664259672164917,"I don't know if this is what you're looking for, but I think it's important to remember that the Awakening Ritual is not a religious ritual. It's just a way for a group of people to come together and make a deal with each other. The idea is that they will come together to make a pact, and then they will go back to each other and talk about what they've agreed to.",5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
25,What happened at the Awakening Ritual?,32.78910207748413,"I don't know if this is what you're looking for, but I think it's important to remember that the Awakening Ritual is not a religious ritual. It's just a way for a group of people to come together and make a deal with each other. The idea is that they will come together to make a pact, and then they will go back to each other and talk about what they've agreed to.",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
26,What happened at the Awakening Ritual?,22.73474645614624,"I don't know if this is what you're looking for, but I think it's important to remember that the Awakening Ritual is not a religious ritual. It's just a way for a group of people to come together and make a deal with each other. The idea is that they will come together to make a pact, and then they will go back to each other and talk about what they've agreed to.",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
27,What happened at the Awakening Ritual?,19.30415153503418,"I don't know if this is what you're looking for, but I think it's important to remember that the Awakening Ritual is not a religious ritual. It's just a way for a group of people to come together and make a deal with each other. The idea is that they will come together to make a pact, and then they will go back to each other and talk about what they've agreed to.",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
28,When does the Hungry Choir contest start?,6.039300918579102,"I don't know the answer to your question, but I'll give it a shot. The Hungry Choir has been around for a long time, so it's not like it's a new thing. They've been around since the beginning of time, and they've been doing it for a very long time. I'm not sure how long it's been since the last time they did it, but it's probably been at least a few hundred years.",5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
29,When does the Hungry Choir contest start?,4.111410140991211,"I don't know the answer to your question, but I can tell you that it's not a contest, it's a ritual. It's a way for people to get together and sing together in a way that makes them feel like they're part of a larger group.",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
30,When does the Hungry Choir contest start?,4.7465856075286865,"I don't know the answer to your question, but I can tell you that it's not a contest, it's a ritual. It's a way for people to get together and sing together in a way that makes them feel like they're part of a larger group.",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
31,When does the Hungry Choir contest start?,5.078709125518799,"I don't know the answer to your question, but I can tell you that it's not a contest, it's a ritual. It's a way for people to get together and sing together in a way that makes them feel like they're part of a larger group.",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
32,When does Alpeana Operate?,3.5779612064361572,"Alpeana doesn't really ""operate"" in the sense that she doesn't do anything. She's just there to do her job. She doesn't have to do anything, she just does what she's supposed to.",5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
33,When does Alpeana Operate?,4.002730846405029,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there. She doesn't have to do anything, she just does whatever she wants.",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
34,When does Alpeana Operate?,3.850332260131836,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there. She doesn't have to do anything, she just does whatever she wants.",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
35,When does Alpeana Operate?,4.579113245010376,"Alpeana doesn't ""operate"" in the sense that she doesn't do anything. She's just there. She doesn't have to do anything, she just does whatever she wants.",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
36,Where is Kennet?,2.849092721939087,Kennet is an island in the middle of the Great Lakes.,5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
37,Where is Kennet?,3.186286211013794,"Kennet is an island in the middle of the Pacific Ocean. It has a population of about 100,000. It is located on the west coast of the United States.",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
38,Where is Kennet?,3.532191038131714,"Kennet is an island in the middle of the Pacific Ocean. It has a population of about 100,000. It is located on the west coast of the United States.",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
39,Where is Kennet?,3.585651397705078,"Kennet is an island in the middle of the Pacific Ocean. It has a population of about 100,000. It is located on the west coast of the United States.",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
40,Where is the Arena?,2.7288641929626465,"It's not the Arena, it's the K-A (Kennet Arena) which is a hockey rink and gymnasium.",5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
41,Where is the Arena?,2.499598741531372,"It's called the Kennet Arena, and it's located in the center of Kennet, Washington.",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
42,Where is the Arena?,2.3610098361968994,"It's called the Kennet Arena, and it's located in the center of Kennet, Washington.",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
43,Where is the Arena?,4.496086835861206,"It's called the Kennet Arena, and it's located in the center of Kennet, Washington.",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
44,Why was Avery chosen for Awakening?,5.413699150085449,Avery was chosen for Awakening because she was a member of the Dancers. The Dancers were a symbol of how hard it was to break into the social group.,5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
45,Why was Avery chosen for Awakening?,6.296669244766235,Avery was chosen for the Awakening because she was a member of the Dancers. The Dancers were a symbol of how hard it was to break into the social group.,10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
46,Why was Avery chosen for Awakening?,5.326825857162476,Avery was chosen for the Awakening because she was a member of the Dancers. The Dancers were a symbol of how hard it was to break into the social group.,20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
47,Why was Avery chosen for Awakening?,5.5945494174957275,Avery was chosen for the Awakening because she was a member of the Dancers. The Dancers were a symbol of how hard it was to break into the social group.,50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
48,Why is Maricaca a suspect?,4.655595302581787,"I don't think she's a suspect, but I think it's important to note that Maricica is not the only suspect in the case. Guilherme is also a suspect. There's a lot of circumstantial evidence that points to him being involved.",5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
49,Why is Maricaca a suspect?,5.121607780456543,"I don't know if this is what you're looking for, but I think it's important to note that Maricica is not a suspect in this case. She is a friend of Rowan, and Rowan is a suspect.",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
50,Why is Maricaca a suspect?,5.7249674797058105,"I don't know if this is what you're looking for, but I think it's important to note that Maricica is not a suspect in this case. She is a friend of Rowan, and Rowan is a suspect.",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
51,Why is Maricaca a suspect?,5.974628448486328,"I don't know if this is what you're looking for, but I think it's important to note that Maricica is not a suspect in this case. She is a friend of Rowan, and Rowan is a suspect.",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
52,How does Verona's Sight describe objects?,8.617188215255737,"I don't know if this is what you're looking for, but I can give you an example of what Verona's vision looks like. When Verona was a little girl, she was playing in the woods with her friends. One day, she noticed that the trees to her right were a blur of spiderweb and film, while the town to her left was shrouded, every building enveloped in white-grey wrapping, the dim lights glowing against the film. She asked her friends what they were looking at, and they told her that they were spiderweb, and she asked them what they looked like.",5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
53,How does Verona's Sight describe objects?,9.198653221130371,"I don't know if this is what you're looking for, but here's a video of Verona's vision:",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
54,How does Verona's Sight describe objects?,10.526495456695557,"I don't know if this is what you're looking for, but here's a video of Verona's vision:",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
55,How does Verona's Sight describe objects?,13.972461938858032,"I don't know if this is what you're looking for, but here's a video of Verona's vision:",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
56,How long has the Carmine been dead?,2.6527953147888184,"I don't know the answer to your question, but I can tell you that it's been a long time since the last time the Carmine was alive.",5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
57,How long has the Carmine been dead?,3.027543306350708,"I don't know the answer to your question, but I can tell you that it's been a long time since the last time the Carmine was alive.",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
58,How long has the Carmine been dead?,3.830688238143921,"I don't know the answer to your question, but I can tell you that it's been a long time since the last time the Carmine was alive.",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
59,How long has the Carmine been dead?,4.015373468399048,"I don't know the answer to your question, but I can tell you that it's been a long time since the last time the Carmine was alive.",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
60,How old is Matthew?,3.3176496028900146,"I don't know the answer to your question, but I'll give it a shot. Matthew was born in the mid-1980s, so he would have been in his mid-twenties at the time.",5,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
61,How old is Matthew?,4.271680593490601,"I don't know the answer to your question, but I can tell you that Matthew is a very smart guy. He has a very good memory, and he has a good sense of humor.",10,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
62,How old is Matthew?,3.7638235092163086,"I don't know the answer to your question, but I can tell you that Matthew is a very smart guy. He has a very good memory, and he has a good sense of humor.",20,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
63,How old is Matthew?,4.467626094818115,"I don't know the answer to your question, but I can tell you that Matthew is a very smart guy. He has a very good memory, and he has a good sense of humor.",50,word,100,20,sentence-transformers/msmarco-distilbert-base-tas-b,msmarco_distilbert,500,GENERATIVE_BART,8,500
0,Who is Avery Kelly?,31.915786266326904,"Avery Kelly is one of the most important people in the history of the world. He is the leader of a group of people known as the Lost. The Lost are the people who were trapped in the Yellow Flower Spiral. They were trapped for a long time in the Abyss, and they were forgotten even by the Abyss. When they were found, they were told that they were the Lost, and that they had to return to the Abyss to save them. However, they didn't want to go back, so they decided to stay in the Spiral for a while. This is where Avery comes in. He was the one who found the Lost and saved them. When he was found, he was told that the Lost were the ones who were responsible for the destruction of the Spiral. He told the Lost that he was responsible for saving them, and the Lost told him that he had to come back to the Spiral and save them again. He said that he would go back and save the Lost again, but that he couldn't go back because he didn't know what he was doing. He asked the Lost if he could help them, but they said that they couldn't help him because he wasn't a part of the Lost anymore. So he asked them if they could help him. They said yes, and he told them that he wanted to help them.",5,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
1,Who is Avery Kelly?,20.775033950805664,"Avery Kelly is one of the most important people in the history of the world. He is the leader of a group of people known as the Lost. The Lost are the people who were trapped in the Yellow Flower Spiral. They were trapped for a long time in the Abyss, and they were forgotten even by the Abyss. When they were found, they were told that they were the Lost, and that they had to return to the Abyss to save them. However, they didn't want to go back, so they decided to stay in the Spiral for a while. This is where Avery comes in. He was the one who found the Lost and saved them. When he was found, he was told that the Lost were the ones who were responsible for the destruction of the Spiral. He told the Lost that he was responsible for saving them, and the Lost told him that he had to come back to the Spiral and save them again. He said that he would go back and save the Lost again, but that he couldn't go back because he didn't know what he was doing. He asked the Lost if he could help them, but they said that they couldn't help him because he wasn't a part of the Lost anymore. So he asked them if they could help him. They said yes, and he told them that he wanted to help them.",10,word,400,20,../twig_otherverse_parahumans_adapted,finetuned,500,GENERATIVE_BART,8,500
